system,image_url,source,license,caption,attribution_text
catalytic converter,https://upload.wikimedia.org/wikipedia/commons/8/85/Catalytic_Converter_Interior.jpg,Wikimedia Commons,CC0 1.0,Cutaway view of catalytic converter internal structure,"Cyrogigabyte, CC0, via Wikimedia Commons"
